,company,specific_bean_region,year,cacao_percent,company_country,rating,origin_country,origin_gdp,company_gdp
1385,Shark Mountain,Papua New Guinea,2015,0.73,United States,3.5,Papua New Guinea,21060901603.8145,18120714000000.0
1387,Shark Mountain,ROIG,2015,0.74,United States,3.5,Dominican Republic,68102618092.1031,18120714000000.0
1388,Shark Mountain,Ecuador,2014,0.75,United States,3.0,Ecuador,101726331000.0,17393103000000.0
1389,Shark Mountain,Belize,2014,0.72,United States,3.25,Belize,1706497950.0,17393103000000.0
1392,Shattel,Tingo Maria,2016,0.7,Peru,3.25,Peru,192207342004.681,192207342004.681
1393,Shattell,Porcelana,2011,0.75,Peru,3.5,Peru,171761737046.585,171761737046.585
1394,Sibu,Oro,2015,0.82,Costa Rica,3.25,Costa Rica,54840103850.265,54840103850.265
1395,Sibu,Oscuro,2015,0.7,Costa Rica,3.5,Costa Rica,54840103850.265,54840103850.265
1396,Sibu Sura,Peru,2012,0.7,United States,2.5,Peru,192648999090.082,16155255000000.0
1397,Silvio Bessone,Maya Belize,2011,0.67,Italy,3.0,Belize,1486712300.0,2276292404600.52
1399,Silvio Bessone,Bahia,2011,0.6,Italy,3.25,Brazil,2616201578192.25,2276292404600.52
1400,Silvio Bessone,Porcelana,2011,0.68,Italy,3.0,Colombia,335415162155.574,2276292404600.52
1401,Sirene,Wild Bolivia,2016,0.73,Canada,3.5,Bolivia,33806395513.7482,1529760492201.35
1402,Sirene,Kokoa Kamili Coop,2016,0.73,Canada,3.5,Tanzania,47340071107.343,1529760492201.35
1403,Sirene,Esmeraldas,2016,0.73,Canada,3.75,Ecuador,98613972000.0,1529760492201.35
1404,Sirene,Somia Plantation,2015,0.1,Canada,3.0,Madagascar,9744243420.48073,1552807652015.37
1405,Sirene,Camino Verde P.,2015,0.1,Canada,3.0,Ecuador,99290381000.0,1552807652015.37
1406,Sirene,Lachua w/ cane sugar,2015,0.73,Canada,3.0,Guatemala,63767597193.9175,1552807652015.37
1407,Sirene,Lachua w/ maple sugar,2015,0.73,Canada,3.25,Guatemala,63767597193.9175,1552807652015.37
1408,Sirene,Pisa,2015,0.73,Canada,3.25,Haiti,8724656126.49849,1552807652015.37
1409,Sirene,Somia Plantation,2014,0.67,Canada,3.75,Madagascar,10673516672.6664,1792883225804.38
1410,Sirene,Somia Plantation,2014,0.73,Canada,3.75,Madagascar,10673516672.6664,1792883225804.38
1411,Sirene,Camino Verde P.,2014,0.73,Canada,3.75,Ecuador,101726331000.0,1792883225804.38
1412,Sjolinds,Ghana,2015,0.7,United States,2.75,Ghana,37543361203.5609,18120714000000.0
1413,Sjolinds,Nicaragua,2015,0.72,United States,3.0,Nicaragua,12747741539.7259,18120714000000.0
1416,"Smooth Chocolator, The",Porcelana,2016,0.7,Australia,4.0,Ecuador,98613972000.0,1204616439828.41
1417,"Smooth Chocolator, The",Maya Mtn,2016,0.7,Australia,3.75,Belize,1741100000.0,1204616439828.41
1418,"Smooth Chocolator, The",Tien Giang,2016,0.7,Australia,3.0,Vietnam,205276172134.901,1204616439828.41
1419,"Smooth Chocolator, The",Australia,2016,0.67,Australia,3.75,Australia,1204616439828.41,1204616439828.41
1420,"Smooth Chocolator, The",Chimelb,2016,0.7,Australia,3.25,Guatemala,68763255963.8943,1204616439828.41
1421,"Smooth Chocolator, The",Akesson's Estate,2015,0.65,Australia,3.25,Madagascar,9744243420.48073,1345383143356.35
1422,"Smooth Chocolator, The",Akesson's Estate,2015,0.7,Australia,3.5,Madagascar,9744243420.48073,1345383143356.35
1423,"Smooth Chocolator, The",Kokoa Kamili,2015,0.67,Australia,3.75,Tanzania,45628320606.0487,1345383143356.35
1425,"Smooth Chocolator, The",Camino Verde,2015,0.72,Australia,4.0,Ecuador,99290381000.0,1345383143356.35
1426,"Smooth Chocolator, The",Bolivia,2015,0.72,Australia,2.75,Bolivia,33000198263.3864,1345383143356.35
1427,"Smooth Chocolator, The",Papua New Guinea,2015,0.65,Australia,3.5,Papua New Guinea,21060901603.8145,1345383143356.35
1428,"Smooth Chocolator, The",Maranon,2015,0.67,Australia,3.0,Peru,189212096470.293,1345383143356.35
1430,Snake & Butterfly,Ghana,2011,0.67,United States,1.5,Ghana,39566292432.8615,15517926000000.0
1431,Snake & Butterfly,Madagascar,2010,0.68,United States,3.0,Madagascar,8729936135.74487,14964372000000.0
1432,Snake & Butterfly,Ecuador,2010,0.68,United States,3.25,Ecuador,69555367000.0,14964372000000.0
1433,Sol Cacao,Ecuador,2016,0.7,United States,3.5,Ecuador,98613972000.0,18624475000000.0
1434,Sol Cacao,Madagascar,2015,0.72,United States,3.0,Madagascar,9744243420.48073,18120714000000.0
1435,Solkiki,Maranon,2016,0.68,United Kingdom,2.75,Peru,192207342004.681,2647898654635.24
1436,Solkiki,Castillo,2016,0.85,United Kingdom,2.75,Dominican Republic,71583553487.5646,2647898654635.24
1437,Solomons Gold,Solomon Island,2016,0.7,New Zealand,3.25,Solomon Islands,1202125000.0,184969146624.47
1438,Solomons Gold,Solomon Island w/ nibs,2016,0.75,New Zealand,3.25,Solomon Islands,1202125000.0,184969146624.47
1439,Solstice,Bundibugyo,2014,0.7,United States,3.0,Uganda,27295207927.5612,17393103000000.0
1440,Solstice,Sambirano,2013,0.7,United States,3.0,Madagascar,10601690871.7611,16691517000000.0
1442,Solstice,Bolivia,2013,0.7,United States,3.25,Bolivia,30659338929.0883,16691517000000.0
1443,Solstice,San Martin,2013,0.7,United States,3.25,Peru,201217661645.509,16691517000000.0
1444,Soma,Oko Caribe,2016,0.62,Canada,3.5,Dominican Republic,71583553487.5646,1529760492201.35
1445,Soma,Sambirano Valley,2016,0.7,Canada,3.5,Madagascar,10001193420.1518,1529760492201.35
1446,Soma,Bahia Black,2016,0.7,Canada,3.5,Brazil,1796186586414.45,1529760492201.35
1448,Soma,Chuno,2016,0.7,Canada,3.75,Nicaragua,13230844686.858,1529760492201.35
1449,Soma,Tien Giang,2016,0.7,Canada,4.0,Vietnam,205276172134.901,1529760492201.35
1450,Soma,Camino Verde,2016,0.7,Canada,3.25,Ecuador,98613972000.0,1529760492201.35
1453,Soma,La Tronca,2014,0.7,Canada,3.5,Nicaragua,11880438824.4494,1792883225804.38
1454,Soma,Maranon Canyon,2014,0.7,Canada,3.75,Peru,201049665375.132,1792883225804.38
1455,Soma,La Dalia,2014,0.7,Canada,3.25,Nicaragua,11880438824.4494,1792883225804.38
1456,Soma,Camino Verde P.,2014,0.8,Canada,3.5,Ecuador,101726331000.0,1792883225804.38
1457,Soma,Espiritu Santo,2014,0.7,Canada,3.75,Vanuatu,814954306.971033,1792883225804.38
1459,Soma,Rizek Cacao,2013,0.77,Canada,3.75,Dominican Republic,61965942056.6828,1842628005830.18
1460,Soma,Java,2013,0.7,Canada,3.25,Indonesia,912524136718.018,1842628005830.18
1461,Soma,Apurimac,2013,0.7,Canada,2.75,Peru,201217661645.509,1842628005830.18
1464,Soma,Crazy 88,2013,0.88,Canada,4.0,Guatemala,53851058955.2999,1842628005830.18
1466,Soma,Equator,2013,0.67,Canada,4.0,Peru,201217661645.509,1842628005830.18
1468,Soma,Bachelor's Hall E.,2013,0.7,Canada,4.0,Jamaica,14274983015.9485,1842628005830.18
1469,Soma,Noula Coop,2012,0.7,Canada,3.25,Haiti,7890216507.68913,1824288757447.57
1471,Soma,Dual Origins,2012,0.7,Canada,4.0,Dominican Republic,60613645121.3529,1824288757447.57
1472,Soma,Dancing in Your Head,2012,0.7,Canada,4.0,Grenada,799882148.148148,1824288757447.57
1473,Soma,Cahabon Region,2012,0.7,Canada,3.5,Guatemala,50388454861.1111,1824288757447.57
1475,Soma,Eastern Promises,2012,0.7,Canada,3.5,Madagascar,9919780071.28764,1824288757447.57
1476,Soma,Papua New Guinea,2012,0.85,Canada,3.5,Papua New Guinea,21295834133.2309,1824288757447.57
1477,Soma,Grenada,2011,0.7,Canada,2.75,Grenada,778648666.666667,1788647906047.76
1478,Soma,Alto Beni,2011,0.7,Canada,3.5,Bolivia,23963033443.8518,1788647906047.76
1479,Soma,Peruvian,2011,0.64,Canada,4.0,Peru,171761737046.585,1788647906047.76
1481,Soma,Elvesia P.,2011,0.7,Canada,3.75,Dominican Republic,57746684847.0898,1788647906047.76
1484,Soma,Hispaniola,2009,0.7,Canada,3.0,Dominican Republic,48376555305.6902,1371153004986.44
1485,Soma,Africa,2009,0.7,Canada,3.5,Ghana,25977847813.7422,1371153004986.44
1486,Soma,Conacado,2009,0.7,Canada,3.0,Dominican Republic,48376555305.6902,1371153004986.44
1487,Soma,Papua New Guinea,2009,0.7,Canada,3.5,Papua New Guinea,11619541940.4014,1371153004986.44
1488,Soma,Madagascar,2009,0.7,Canada,3.75,Madagascar,8550363974.79243,1371153004986.44
1490,Somerville,Nicaragua,2014,0.7,United States,3.25,Nicaragua,11880438824.4494,17393103000000.0
1498,Spagnvola,AgroCriso Plantation,2012,0.7,United States,3.0,Dominican Republic,60613645121.3529,16155255000000.0
1499,Spagnvola,AgroCriso Plantation,2012,0.8,United States,3.0,Dominican Republic,60613645121.3529,16155255000000.0
1500,Spagnvola,AgroCriso Plantation,2012,0.75,United States,3.25,Dominican Republic,60613645121.3529,16155255000000.0
1504,Spencer,Dominican Republic,2016,0.7,Australia,3.5,Dominican Republic,71583553487.5646,1204616439828.41
1505,Spencer,Ecuador,2016,0.7,Australia,3.75,Ecuador,98613972000.0,1204616439828.41
1506,Spencer,Madagascar,2016,0.7,Australia,3.75,Madagascar,10001193420.1518,1204616439828.41
1507,Spencer,Malekula Island,2014,0.72,Australia,2.75,Vanuatu,814954306.971033,1459597906912.7
1508,Sprungli (Felchlin),Alto Beni,2013,0.7,Switzerland,3.0,Bolivia,30659338929.0883,688504173431.454
1509,SRSLY,Dominican Republic,2013,0.7,United States,3.0,Dominican Republic,61965942056.6828,16691517000000.0
1510,SRSLY,Dominican Republic,2013,0.84,United States,2.25,Dominican Republic,61965942056.6828,16691517000000.0
1511,Starchild,Bolivar,2015,0.7,United States,3.0,Ecuador,99290381000.0,18120714000000.0
1512,Starchild,Hispaniola,2015,0.7,United States,3.0,Dominican Republic,68102618092.1031,18120714000000.0
1513,Starchild,Cacao Verapaz,2015,0.7,United States,3.0,Guatemala,63767597193.9175,18120714000000.0
1514,Starchild,Rio Tuma,2015,0.7,United States,3.0,Nicaragua,12747741539.7259,18120714000000.0
1515,Starchild,Sambirano Valley,2015,0.7,United States,3.0,Madagascar,9744243420.48073,18120714000000.0
1516,Stella (aka Bernrain),Bahia,2012,0.68,Switzerland,2.75,Brazil,2465188674415.03,668043614122.87
1517,Stella (aka Bernrain),India,2011,0.72,Switzerland,3.25,India,1823049927771.46,699579638638.226
1518,Stone Grindz,Ecuador,2014,0.84,United States,3.5,Ecuador,101726331000.0,17393103000000.0
1519,Stone Grindz,Ecuador,2014,0.7,United States,3.5,Ecuador,101726331000.0,17393103000000.0
1520,StRita Supreme,Samar,2012,0.65,United States,2.5,Philippines,250092093547.532,16155255000000.0
1521,StRita Supreme,Samar,2012,0.7,United States,2.5,Philippines,250092093547.532,16155255000000.0
1522,StRita Supreme,Samar,2012,0.75,United States,2.75,Philippines,250092093547.532,16155255000000.0
1523,Sublime Origins,Sambirano,2013,0.67,United States,2.75,Madagascar,10601690871.7611,16691517000000.0
1524,Sublime Origins,Moho Valley,2013,0.78,United States,3.25,Belize,1613705850.0,16691517000000.0
1525,Summerbird,Peru,2016,0.61,Denmark,2.5,Peru,192207342004.681,306899653409.601
1526,Summerbird,Peru,2016,0.71,Denmark,3.0,Peru,192207342004.681,306899653409.601
1529,Svenska Kakaobolaget,Sri Lanka,2015,0.7,Sweden,2.75,Sri Lanka,80611989527.2158,497918109302.399
1530,Szanto Tibor,Nacional,2015,0.7,Hungary,3.25,Ecuador,99290381000.0,122879042001.915
1531,Szanto Tibor,Baracoa,2015,0.88,Hungary,3.25,Cuba,87132800000.0,122879042001.915
1532,Szanto Tibor,Ambolikapiky,2015,0.7,Hungary,3.25,Madagascar,9744243420.48073,122879042001.915
1533,Szanto Tibor,Winak,2015,0.7,Hungary,3.75,Ecuador,99290381000.0,122879042001.915
1534,Szanto Tibor,Ben Tre,2015,0.7,Hungary,3.25,Vietnam,193241108709.536,122879042001.915
1535,Szanto Tibor,Fazenda Sempre Firme,2015,0.7,Hungary,3.5,Brazil,1803652649613.75,122879042001.915
1537,Szanto Tibor,Baracoa,2014,0.7,Hungary,3.75,Cuba,80656100000.0,140118140454.711
1538,Szanto Tibor,Autumn,2013,0.7,Hungary,3.5,Madagascar,10601690871.7611,135215704418.963
1539,Szanto Tibor,Spring,2013,0.7,Hungary,3.5,Madagascar,10601690871.7611,135215704418.963
1540,Szanto Tibor,Cacao Blanco,2013,0.7,Hungary,3.25,Nicaragua,10982972256.3787,135215704418.963
1541,Szanto Tibor,Santo Domingo,2012,0.7,Hungary,3.25,Dominican Republic,60613645121.3529,127856647107.82
1542,Szanto Tibor,Millot Plantation,2012,0.7,Hungary,3.25,Madagascar,9919780071.28764,127856647107.82
1543,Szanto Tibor,Ayacucho,2012,0.7,Hungary,3.75,Peru,192648999090.082,127856647107.82
1545,Tabal,Costa Rica,2013,0.7,United States,2.75,Costa Rica,49745088111.6953,16691517000000.0
1546,Tabal,Dominican Republic,2013,0.7,United States,2.75,Dominican Republic,61965942056.6828,16691517000000.0
1547,Tabal,Chiapas,2013,0.7,United States,2.5,Mexico,1261981728468.52,16691517000000.0
1548,Tabal,Peru,2013,0.7,United States,3.0,Peru,201217661645.509,16691517000000.0
1549,Tablette (aka Vanillabeans),Colombia,2015,0.7,Japan,3.0,Colombia,291519596338.693,4383076298081.86
1550,Tablette (aka Vanillabeans),Papua,2015,0.62,Japan,3.25,Papua New Guinea,21060901603.8145,4383076298081.86
1551,Tablette (aka Vanillabeans),Vietnam,2015,0.6,Japan,3.25,Vietnam,193241108709.536,4383076298081.86
1553,Tan Ban Skrati,Paramaribo,2016,0.7,Suriname,3.25,Suriname,3278425328.32418,3278425328.32418
1554,Taza,Belize,2014,0.68,United States,3.0,Belize,1706497950.0,17393103000000.0
1555,Taza,Alto Beni,2011,0.87,United States,3.25,Bolivia,23963033443.8518,15517926000000.0
1556,Taza,Chiapan,2009,0.75,United States,2.75,Mexico,894948748436.748,14418739000000.0
1557,Taza,Dark,2007,0.7,United States,3.0,Dominican Republic,44169678153.1566,14477635000000.0
1559,TCHO,Peru- Ecuador,2012,0.99,United States,3.25,Peru,192648999090.082,16155255000000.0
1560,TCHO,Chocolatey-beta,2008,0.7,United States,2.5,Ghana,28526891010.4925,14718582000000.0
1561,TCHO,Fruity-beta,2008,0.7,United States,2.5,Peru,120550599815.441,14718582000000.0
1562,TCHO,Citrus-beta,2008,0.7,United States,2.75,Madagascar,9413002920.97008,14718582000000.0
1563,TCHO,Nutty-beta,2008,0.7,United States,2.5,Peru,120550599815.441,14718582000000.0
1564,Tejas,Concepcion,2012,0.7,United States,2.75,Madagascar,9919780071.28764,16155255000000.0
1565,Tejas,Bayou Blend,2012,0.7,United States,3.0,Ecuador,87924544000.0,16155255000000.0
1566,Tejas,Aranama,2012,0.7,United States,3.0,Papua New Guinea,21295834133.2309,16155255000000.0
1567,Tejas,Presidio,2012,0.7,United States,3.5,Dominican Republic,60613645121.3529,16155255000000.0
1568,Tejas,La Bahia,2012,0.7,United States,3.25,Ecuador,87924544000.0,16155255000000.0
1569,Tejas,Capistrano,2012,0.7,United States,2.0,Peru,192648999090.082,16155255000000.0
1570,Tejas,La Bahia,2012,0.7,United States,3.25,Ecuador,87924544000.0,16155255000000.0
1571,Tejas,San Jose,2012,0.7,United States,2.75,Bolivia,27084497539.7974,16155255000000.0
1572,Tejas,Capistrano*,2012,0.7,United States,3.0,Madagascar,9919780071.28764,16155255000000.0
1573,Tejas,Espada,2012,0.7,United States,3.25,Mexico,1186598324461.82,16155255000000.0
1574,Tejas,Espada,2012,0.7,United States,2.75,Brazil,2465188674415.03,16155255000000.0
1576,Tejas,San Jose,2012,0.67,United States,3.25,Bolivia,27084497539.7974,16155255000000.0
1577,Tejas,Bahia,2012,0.7,United States,3.5,Brazil,2465188674415.03,16155255000000.0
1578,Terroir,Peru,2015,0.7,United States,2.75,Peru,189212096470.293,18120714000000.0
1579,Terroir,Belize,2015,0.7,United States,3.75,Belize,1742545900.0,18120714000000.0
1580,Terroir,Madagascar,2015,0.7,United States,3.75,Madagascar,9744243420.48073,18120714000000.0
1581,Terroir,Ecuador,2015,0.7,United States,3.25,Ecuador,99290381000.0,18120714000000.0
1582,Terroir,Oko Caribe,2015,0.7,United States,3.5,Dominican Republic,68102618092.1031,18120714000000.0
1583,Terroir,Guatemala,2015,0.7,United States,3.75,Guatemala,63767597193.9175,18120714000000.0
1584,Terroir,Ecuador,2014,0.77,United States,3.25,Ecuador,101726331000.0,17393103000000.0
1585,Terroir,Madagascar,2014,0.67,United States,3.75,Madagascar,10673516672.6664,17393103000000.0
1586,Terroir,Uganda,2014,0.73,United States,3.75,Uganda,27295207927.5612,17393103000000.0
1587,The Barn,Peru,2015,0.7,Sweden,3.0,Peru,189212096470.293,497918109302.399
1589,Theo,Madagascar,2007,0.65,United States,3.5,Madagascar,7342923489.09616,14477635000000.0
1591,Theo,Ghana,2007,0.84,United States,3.0,Ghana,24758819717.7074,14477635000000.0
1593,Theo,Ghana,2007,0.75,United States,3.0,Ghana,24758819717.7074,14477635000000.0
1594,Theobroma,Piura Select,2015,0.7,Japan,3.25,Peru,189212096470.293,4383076298081.86
1595,Timo A. Meyer,Belize,2016,0.72,Germany,3.75,Belize,1741100000.0,3477796274496.8
1596,To'ak (Ecuatoriana),Manabi,2014,0.81,Ecuador,3.25,Ecuador,101726331000.0,101726331000.0
1597,Tobago Estate (Pralus),Roxborough,2012,0.7,France,4.0,Trinidad and Tobago,25694164489.2373,2681416108537.39
1598,Tocoti,Wild Bolivian,2012,0.77,United States,3.0,Bolivia,27084497539.7974,16155255000000.0
1600,Tocoti,Dominican Republic,2011,0.74,United States,3.0,Dominican Republic,57746684847.0898,15517926000000.0
1601,Treehouse,Conacado,2014,0.72,United States,3.0,Dominican Republic,65231032303.2418,17393103000000.0
1602,Tsara (Cinagra),Ambanja,2011,0.72,Madagascar,3.5,Madagascar,9892702357.56691,9892702357.56691
1603,twenty-four blackbirds,Oko Caribe,2015,0.75,United States,2.75,Dominican Republic,68102618092.1031,18120714000000.0
1604,twenty-four blackbirds,Cedeno,2015,0.75,United States,3.5,Ecuador,99290381000.0,18120714000000.0
1605,twenty-four blackbirds,Madagascar,2014,0.75,United States,3.5,Madagascar,10673516672.6664,17393103000000.0
1606,twenty-four blackbirds,Dominican Republic,2013,0.68,United States,3.25,Dominican Republic,61965942056.6828,16691517000000.0
1607,twenty-four blackbirds,Palos Blancos,2013,0.75,United States,2.5,Bolivia,30659338929.0883,16691517000000.0
1608,twenty-four blackbirds,Dominican Republic,2011,0.73,United States,2.75,Dominican Republic,57746684847.0898,15517926000000.0
1609,Two Ravens,Peru,2016,0.6,United States,3.0,Peru,192207342004.681,18624475000000.0
1610,Un Dimanche A Paris,Dominican Republic,2011,0.63,France,3.75,Dominican Republic,57746684847.0898,2862680142625.14
1611,Undone,Matagalpa,2014,0.74,United States,2.75,Nicaragua,11880438824.4494,17393103000000.0
1612,Undone,Nourish,2014,0.7,United States,3.0,Dominican Republic,65231032303.2418,17393103000000.0
1613,Upchurch,Madagascar,2016,0.72,United States,3.0,Madagascar,10001193420.1518,18624475000000.0
1614,Upchurch,Tanzania,2016,0.72,United States,3.25,Tanzania,47340071107.343,18624475000000.0
1616,Valrhona,Piura,2015,0.63,France,4.0,Peru,189212096470.293,2433562015516.21
1617,Valrhona,Loma Sotavento,2013,0.64,France,3.5,Dominican Republic,61965942056.6828,2808511203185.39
1620,Valrhona,Tainori,2009,0.64,France,3.75,Dominican Republic,48376555305.6902,2693827452070.02
1621,Valrhona,Alpaco,2009,0.66,France,3.75,Ecuador,62519686000.0,2693827452070.02
1622,Valrhona,Nyangbo,2009,0.68,France,3.5,Ghana,25977847813.7422,2693827452070.02
1625,Valrhona,Manjari,2007,0.64,France,4.0,Madagascar,7342923489.09616,2663112510265.54
1633,Valrhona,Sambirano,2006,0.64,France,3.5,Madagascar,5515884348.54904,2325011918203.49
1634,Vanleer (Barry Callebaut),Manhattan,2012,0.72,United States,2.5,Ghana,41939728978.7281,16155255000000.0
1635,Vanleer (Barry Callebaut),Napa,2012,0.65,United States,2.75,Ghana,41939728978.7281,16155255000000.0
1636,Vao Vao (Chocolaterie Robert),Madagascar,2009,0.72,Madagascar,2.75,Madagascar,8550363974.79243,8550363974.79243
1637,Vao Vao (Chocolaterie Robert),Madagascar,2009,0.76,Madagascar,2.75,Madagascar,8550363974.79243,8550363974.79243
1638,Vao Vao (Chocolaterie Robert),Madagascar,2009,0.8,Madagascar,2.75,Madagascar,8550363974.79243,8550363974.79243
1639,Vao Vao (Chocolaterie Robert),Madagascar,2009,0.7,Madagascar,3.0,Madagascar,8550363974.79243,8550363974.79243
1640,Vao Vao (Chocolaterie Robert),Madagascar w/ nibs,2009,0.68,Madagascar,3.0,Madagascar,8550363974.79243,8550363974.79243
1641,Vao Vao (Chocolaterie Robert),Madagascar,2009,0.64,Madagascar,3.25,Madagascar,8550363974.79243,8550363974.79243
1642,Vicuna,Palos Blancos,2015,0.7,United States,3.25,Bolivia,33000198263.3864,18120714000000.0
1643,Vicuna,Palos Blancos + nibs,2015,0.7,United States,3.25,Bolivia,33000198263.3864,18120714000000.0
1644,Videri,Dominican Republic,2014,0.9,United States,3.25,Dominican Republic,65231032303.2418,17393103000000.0
1646,Videri,Mindo,2014,0.75,United States,3.5,Ecuador,101726331000.0,17393103000000.0
1649,Vietcacao (A. Morin),Ben Tre,2012,0.7,France,3.5,Vietnam,155820001920.492,2681416108537.39
1650,Vintage Plantations,San Martin,2014,0.75,United States,3.0,Peru,201049665375.132,17393103000000.0
1651,Vintage Plantations (Tulicorp),Los Rios,2007,0.1,United States,2.0,Ecuador,51007777000.0,14477635000000.0
1652,Vintage Plantations (Tulicorp),Los Rios,2007,0.9,United States,2.0,Ecuador,51007777000.0,14477635000000.0
1653,Vintage Plantations (Tulicorp),Los Rios,2007,0.75,United States,3.0,Ecuador,51007777000.0,14477635000000.0
1654,Vintage Plantations (Tulicorp),Los Rios,2007,0.65,United States,3.0,Ecuador,51007777000.0,14477635000000.0
1655,Violet Sky,Sambirano Valley,2015,0.77,United States,2.75,Madagascar,9744243420.48073,18120714000000.0
1656,Violet Sky,Moho River Valley,2015,0.77,United States,3.0,Belize,1742545900.0,18120714000000.0
1658,Violet Sky,Peru,2015,0.77,United States,3.25,Peru,189212096470.293,18120714000000.0
1659,Violet Sky,Cahabon,2015,0.77,United States,2.75,Guatemala,63767597193.9175,18120714000000.0
1660,Vivra,Peru,2016,0.7,United States,2.5,Peru,192207342004.681,18624475000000.0
1662,Vivra,Dominican Republic,2016,0.7,United States,3.0,Dominican Republic,71583553487.5646,18624475000000.0
1663,Wellington Chocolate Factory,Conacado,2016,0.7,New Zealand,3.5,Dominican Republic,71583553487.5646,184969146624.47
1664,Wellington Chocolate Factory,Piura Blanco,2016,0.7,New Zealand,3.5,Peru,192207342004.681,184969146624.47
1665,Whittakers,Ghana,2011,0.72,New Zealand,2.5,Ghana,39566292432.8615,168461998741.295
1666,Wilkie's Organic,Amazonas,2013,0.75,Ireland,2.5,Peru,201217661645.509,239389337002.814
1667,Wilkie's Organic,Amazonas,2013,0.89,Ireland,2.75,Peru,201217661645.509,239389337002.814
1668,Wilkie's Organic,Tumbes,2013,0.75,Ireland,3.25,Peru,201217661645.509,239389337002.814
1669,Wilkie's Organic,Amazonas w/ nibs,2013,0.75,Ireland,2.75,Peru,201217661645.509,239389337002.814
1670,Willie's Cacao,Los Llanos,2016,0.7,United Kingdom,4.0,Colombia,282462551366.878,2647898654635.24
1671,Willie's Cacao,Los Llanos,2014,0.88,United Kingdom,3.0,Colombia,378195707612.393,3022827781881.39
1672,Willie's Cacao,Java,2013,0.1,United Kingdom,2.25,Indonesia,912524136718.018,2739818680930.19
1673,Willie's Cacao,Sambirano,2010,0.71,United Kingdom,3.0,Madagascar,8729936135.74487,2441173394729.62
1675,Willie's Cacao,Java,2010,0.69,United Kingdom,3.75,Indonesia,755094160363.071,2441173394729.62
1676,Willie's Cacao,San Martin,2009,0.7,United Kingdom,3.0,Peru,120822986521.479,2382825985355.97
1679,Wm,Wild Beniano,2016,0.76,United States,3.5,Bolivia,33806395513.7482,18624475000000.0
1680,Wm,Ghana,2016,0.75,United States,3.75,Ghana,42689783733.873,18624475000000.0
1681,Woodblock,Maranon,2014,0.7,United States,3.0,Peru,201049665375.132,17393103000000.0
1682,Woodblock,Camino Verde P.,2013,0.7,United States,3.25,Ecuador,95129659000.0,16691517000000.0
1684,Woodblock,Ecuador,2012,0.7,United States,2.5,Ecuador,87924544000.0,16155255000000.0
1685,Woodblock,Costa Rica,2012,0.7,United States,3.0,Costa Rica,46473128285.5589,16155255000000.0
1686,Woodblock,Sambirano,2012,0.7,United States,3.25,Madagascar,9919780071.28764,16155255000000.0
1688,Woodblock,La Red,2011,0.7,United States,3.5,Dominican Republic,57746684847.0898,15517926000000.0
1692,Zak's,Papua New Guinea,2015,0.7,United States,3.0,Papua New Guinea,21060901603.8145,18120714000000.0
1693,Zak's,Dominican Republic,2015,0.7,United States,3.25,Dominican Republic,68102618092.1031,18120714000000.0
1694,Zak's,Madagascar,2015,0.7,United States,3.25,Madagascar,9744243420.48073,18120714000000.0
1695,Zak's,Peru,2015,0.7,United States,3.25,Peru,189212096470.293,18120714000000.0
1696,Zak's,Belize,2015,0.7,United States,3.5,Belize,1742545900.0,18120714000000.0
1697,Zart Pralinen,Millot P.,2016,0.7,Austria,3.5,Madagascar,10001193420.1518,390799991147.468
1698,Zart Pralinen,UNOCACE,2016,0.7,Austria,2.75,Ecuador,98613972000.0,390799991147.468
1700,Zart Pralinen,Kakao Kamili,2016,0.85,Austria,3.0,Tanzania,47340071107.343,390799991147.468
1701,Zart Pralinen,Kakao Kamili,2016,0.7,Austria,3.5,Tanzania,47340071107.343,390799991147.468
1703,Zokoko,Guadalcanal,2016,0.78,Australia,3.75,Solomon Islands,1202125000.0,1204616439828.41
1704,Zokoko,Alto Beni,2011,0.68,Australia,3.5,Bolivia,23963033443.8518,1390557034407.97
1705,Zokoko,Tokiala,2011,0.66,Australia,3.5,Papua New Guinea,17984816533.1084,1390557034407.97
1706,Zokoko,Tranquilidad,2011,0.72,Australia,3.75,Bolivia,23963033443.8518,1390557034407.97
1707,Zotter,Bocas del Toro,2012,0.72,Austria,3.5,Panama,39954761200.0,409425234155.263
1708,Zotter,Satipo Pangoa region,2012,0.7,Austria,3.0,Peru,192648999090.082,409425234155.263
1709,Zotter,Satipo Pangoa region,2012,0.7,Austria,3.5,Peru,192648999090.082,409425234155.263
1710,Zotter,Loma Los Pinos,2012,0.62,Austria,3.75,Dominican Republic,60613645121.3529,409425234155.263
1711,Zotter,El Oro,2012,0.75,Austria,3.0,Ecuador,87924544000.0,409425234155.263
1712,Zotter,Huiwani Coop,2012,0.75,Austria,3.0,Papua New Guinea,21295834133.2309,409425234155.263
1713,Zotter,El Ceibo Coop,2012,0.9,Austria,3.25,Bolivia,27084497539.7974,409425234155.263
1714,Zotter,Santo Domingo,2012,0.7,Austria,3.75,Dominican Republic,60613645121.3529,409425234155.263
1716,Zotter,Peru,2011,0.7,Austria,3.75,Peru,171761737046.585,431120310088.82
1718,Zotter,Kerala State,2011,0.65,Austria,3.5,India,1823049927771.46,431120310088.82
1719,Zotter,Kerala State,2011,0.62,Austria,3.25,India,1823049927771.46,431120310088.82
